farmer_age,land_size_acres,annual_farm_income,loan_amount,crop_type,irrigation_type,existing_loans,credit_score
37,2.47,319372,131428,Sugarcane,Canal,0,723
47,2.99,315807,463851,Maize,Canal,2,395
44,4.61,393611,78544,Wheat,Rainfed,0,612
55,1.66,259271,377693,Sugarcane,Borewell,1,417
62,1.25,147095,171875,Rice,Borewell,2,821
59,6.96,753003,364099,Wheat,Borewell,2,416
46,4.37,349071,296648,Wheat,Rainfed,1,647
58,7.4,421151,160024,Wheat,Rainfed,2,479
43,1.55,238562,480524,Wheat,Rainfed,0,523
42,6.29,672592,254698,Wheat,Canal,1,523
24,4.71,216729,314313,Sugarcane,Rainfed,1,547
29,1.05,306293,422208,Rice,Borewell,0,553
24,5.68,852459,322567,Rice,Borewell,0,618
27,1.29,191120,223875,Cotton,Rainfed,1,324
43,8.36,718629,299411,Maize,Rainfed,2,437
22,6.5,194625,143988,Wheat,Borewell,0,308
44,5.79,275757,320161,Rice,Rainfed,0,601
60,1.77,640901,486894,Maize,Canal,0,470
51,3.23,709704,82948,Maize,Rainfed,1,811
51,5.18,233792,141529,Sugarcane,Borewell,2,668
60,6.52,180356,413912,Wheat,Borewell,0,810
63,2.24,393254,389291,Cotton,Rainfed,1,674
54,0.58,743752,82219,Maize,Borewell,1,503
44,3.78,361549,211932,Sugarcane,Rainfed,2,356
46,5.09,796488,427361,Wheat,Borewell,1,324
36,2.25,749923,301531,Rice,Borewell,1,690
33,5.18,658972,202135,Cotton,Borewell,0,354
35,3.72,564371,490790,Wheat,Rainfed,0,446
47,4.82,233102,391745,Sugarcane,Rainfed,0,843
24,3.8,776887,467540,Sugarcane,Rainfed,1,386
36,6.47,536918,247894,Sugarcane,Canal,2,371
50,0.91,490553,150494,Sugarcane,Canal,2,833
64,2.12,672045,222738,Sugarcane,Canal,2,435
50,4.61,329693,159713,Cotton,Borewell,1,345
56,3.88,895217,337013,Maize,Borewell,0,816
23,4.22,442351,297321,Maize,Rainfed,1,311
42,8.14,665282,383308,Rice,Borewell,0,326
42,8.92,609697,79093,Maize,Canal,1,383
32,2.86,765697,489866,Sugarcane,Canal,1,847
41,8.45,374457,429443,Maize,Rainfed,2,351
24,4.86,206170,302320,Maize,Borewell,1,373
51,3.1,228502,491232,Sugarcane,Borewell,2,789
64,9.86,150569,200634,Cotton,Canal,1,754
51,8.34,230702,118925,Sugarcane,Rainfed,2,547
43,9.95,388770,289674,Maize,Canal,1,311
40,2.1,745447,151367,Maize,Borewell,1,635
35,1.87,648252,105553,Rice,Canal,0,553
43,5.28,373695,107279,Sugarcane,Canal,0,403
48,6.57,494938,85608,Rice,Borewell,0,614
36,2.13,400202,110840,Rice,Borewell,1,367
57,8.67,342374,60770,Wheat,Borewell,0,800
41,5.55,362706,105461,Rice,Canal,0,471
35,4.4,286232,338771,Maize,Canal,1,442
37,6.22,267334,318290,Maize,Canal,1,496
57,6.53,487326,400625,Wheat,Rainfed,0,472
33,0.91,888568,371897,Wheat,Rainfed,0,821
39,10.0,613441,402624,Sugarcane,Borewell,1,489
50,3.96,869861,364223,Wheat,Rainfed,1,311
38,1.08,786244,429225,Cotton,Borewell,2,328
34,8.6,124433,108074,Maize,Canal,2,387
56,9.93,465891,394960,Maize,Borewell,1,772
56,8.26,458371,204323,Wheat,Canal,1,410
40,8.59,734484,144771,Wheat,Borewell,0,720
39,6.45,412228,475112,Maize,Rainfed,2,368
64,9.26,758743,220185,Wheat,Canal,0,418
27,0.84,406946,234783,Sugarcane,Canal,2,723
64,7.78,893405,325466,Wheat,Canal,0,546
24,6.87,358875,57747,Wheat,Rainfed,2,321
54,0.97,701300,306632,Sugarcane,Rainfed,1,698
22,5.67,758898,429212,Sugarcane,Rainfed,1,797
25,5.39,894252,409892,Sugarcane,Canal,1,625
30,7.07,533830,164702,Maize,Borewell,0,491
52,1.24,583785,290696,Wheat,Borewell,2,651
62,8.15,452066,108697,Sugarcane,Rainfed,0,703
61,1.82,328758,85903,Sugarcane,Borewell,1,726
33,4.48,128157,248885,Maize,Canal,2,622
59,8.87,693030,484186,Cotton,Canal,2,526
25,5.83,347016,248264,Wheat,Rainfed,0,479
30,4.11,651963,354351,Cotton,Rainfed,1,777
30,0.96,408372,424496,Cotton,Borewell,0,714
58,6.89,143349,100812,Sugarcane,Borewell,0,612
47,9.87,249417,475619,Maize,Borewell,1,453
41,9.16,431322,84531,Wheat,Rainfed,1,335
28,7.31,896204,304493,Wheat,Rainfed,0,421
21,1.5,886505,196485,Wheat,Rainfed,2,481
48,2.77,325732,221705,Cotton,Canal,1,725
59,2.28,257660,301598,Rice,Borewell,1,403
34,3.88,740767,253518,Maize,Rainfed,1,381
41,2.74,889486,110032,Rice,Rainfed,1,835
50,2.82,773332,478601,Cotton,Rainfed,2,637
41,6.36,207687,151058,Sugarcane,Borewell,2,402
29,3.53,772613,403184,Rice,Borewell,0,563
37,6.93,183196,123637,Rice,Canal,0,530
25,9.5,628370,362722,Maize,Canal,1,481
51,6.57,152400,254675,Cotton,Canal,0,526
60,7.64,635593,209307,Maize,Canal,2,799
58,7.64,395680,120744,Sugarcane,Rainfed,1,810
63,3.64,515916,293553,Wheat,Canal,1,302
39,0.64,866970,125961,Cotton,Rainfed,1,775
56,1.02,828289,340629,Sugarcane,Rainfed,0,629
53,3.18,820873,148059,Sugarcane,Borewell,1,620
33,7.05,728895,194254,Rice,Rainfed,1,847
34,9.11,682388,252830,Maize,Borewell,2,483
53,9.61,339798,64480,Rice,Canal,1,479
49,0.75,534656,238032,Rice,Canal,0,424
63,9.91,342688,232285,Wheat,Borewell,1,739
56,3.56,623679,113094,Maize,Borewell,0,694
64,8.51,677235,226129,Wheat,Canal,2,684
30,2.21,455676,281939,Sugarcane,Rainfed,2,411
51,1.1,360153,413251,Wheat,Rainfed,1,501
26,4.09,462542,154513,Sugarcane,Borewell,2,627
21,8.66,179413,347205,Rice,Rainfed,1,707
27,2.6,354840,395689,Wheat,Rainfed,2,564
47,1.96,536320,327933,Maize,Canal,2,742
41,9.14,378810,170497,Wheat,Borewell,0,553
48,9.41,464985,411019,Sugarcane,Canal,0,369
36,0.62,680148,286775,Cotton,Rainfed,1,834
43,7.41,584279,472323,Maize,Rainfed,1,641
40,3.44,506534,76287,Sugarcane,Canal,0,512
58,4.06,623311,327158,Cotton,Rainfed,2,422
45,4.96,658015,451790,Maize,Rainfed,1,836
48,4.55,346575,481813,Cotton,Canal,2,849
25,5.39,639372,67467,Rice,Rainfed,0,494
41,6.03,898161,486693,Rice,Canal,2,569
38,4.92,627432,399594,Wheat,Borewell,2,789
26,7.16,495915,235426,Wheat,Rainfed,1,365
49,7.33,788284,127897,Wheat,Rainfed,2,498
39,4.68,365911,432262,Wheat,Canal,0,441
53,1.85,734412,246037,Cotton,Borewell,2,540
21,6.59,735114,135417,Maize,Rainfed,0,508
23,7.84,704782,334024,Maize,Rainfed,0,425
62,6.56,823369,307266,Wheat,Borewell,1,565
41,6.09,374200,169618,Rice,Rainfed,0,654
55,2.68,550518,470467,Sugarcane,Canal,0,475
61,6.63,770511,364690,Wheat,Borewell,1,686
60,3.68,350096,436227,Wheat,Borewell,1,346
23,9.24,500061,427605,Rice,Rainfed,1,466
45,6.71,579758,356160,Sugarcane,Borewell,0,516
58,3.14,501560,470105,Cotton,Borewell,1,598
40,4.99,852386,338123,Cotton,Borewell,0,638
64,8.54,278116,373660,Sugarcane,Rainfed,0,402
54,3.69,847995,98741,Sugarcane,Borewell,0,385
41,5.49,361687,369277,Cotton,Rainfed,1,525
43,6.96,762789,325504,Wheat,Borewell,0,800
26,7.67,120537,379083,Wheat,Canal,0,667
33,2.15,758521,348232,Rice,Borewell,1,302
43,5.87,196552,286615,Sugarcane,Borewell,1,619
29,9.17,417597,392462,Wheat,Borewell,0,323
37,9.7,121980,457236,Wheat,Canal,0,773
22,6.73,284379,450636,Rice,Borewell,0,824
39,9.84,208966,139059,Sugarcane,Canal,1,517
39,5.92,820204,345781,Rice,Canal,1,795
27,4.7,803989,220282,Rice,Canal,2,401
62,5.74,540991,343597,Cotton,Rainfed,1,329
62,1.6,553245,190347,Rice,Rainfed,0,766
40,4.32,740222,211124,Sugarcane,Canal,1,502
29,4.85,837220,277669,Wheat,Rainfed,1,452
37,8.56,840143,214813,Wheat,Canal,2,342
47,7.71,374435,474829,Cotton,Rainfed,2,713
22,6.21,161988,403481,Sugarcane,Rainfed,0,742
56,3.8,568668,289370,Wheat,Borewell,2,450
39,2.28,775411,98162,Rice,Rainfed,0,343
37,3.8,514902,276838,Maize,Rainfed,0,556
25,6.96,373880,344343,Maize,Borewell,0,789
59,3.0,521312,67572,Maize,Canal,0,402
38,4.56,228336,448363,Maize,Borewell,2,507
27,4.17,818447,315587,Rice,Rainfed,0,693
37,7.77,505718,291502,Wheat,Rainfed,0,407
59,8.9,877354,144521,Cotton,Canal,1,628
56,7.14,498521,121220,Rice,Rainfed,0,633
60,3.75,405811,325739,Wheat,Borewell,1,807
24,4.62,714399,116857,Sugarcane,Canal,2,725
58,1.86,643931,326954,Wheat,Borewell,1,532
45,2.1,730780,297783,Wheat,Rainfed,2,750
25,2.06,771288,187812,Wheat,Canal,2,566
50,1.74,196206,82712,Rice,Rainfed,1,815
32,2.21,790997,55468,Wheat,Rainfed,2,678
24,2.43,595098,439755,Wheat,Borewell,2,783
44,1.56,736764,179468,Sugarcane,Rainfed,2,378
49,6.58,218941,391198,Sugarcane,Borewell,1,541
29,9.91,422891,324848,Maize,Rainfed,2,705
24,8.85,441893,115974,Rice,Borewell,0,575
44,0.93,243569,115700,Wheat,Borewell,1,477
34,4.52,600686,448894,Maize,Canal,0,842
25,8.66,802542,179443,Maize,Canal,1,630
38,1.78,128903,377026,Rice,Rainfed,0,783
62,8.55,439926,238059,Maize,Rainfed,2,815
39,6.13,197261,217177,Maize,Canal,0,569
32,9.35,201604,413798,Rice,Borewell,0,473
38,8.82,715374,198443,Cotton,Borewell,0,776
37,6.93,835796,347441,Maize,Canal,1,391
50,6.75,793527,267604,Sugarcane,Canal,2,809
44,2.53,145443,340897,Maize,Rainfed,2,844
31,1.61,855584,422854,Rice,Borewell,0,713
55,4.45,563856,135765,Rice,Canal,0,436
43,2.27,235155,448972,Cotton,Borewell,1,388
37,1.47,250560,484089,Cotton,Borewell,0,342
21,3.37,617103,110630,Sugarcane,Canal,0,643
35,8.67,280620,205675,Sugarcane,Borewell,0,595
52,0.66,328721,289592,Maize,Rainfed,1,640
29,3.28,469969,204380,Cotton,Canal,0,617
35,4.53,269232,152897,Sugarcane,Borewell,0,334
48,5.35,559421,343400,Maize,Canal,0,470
44,2.22,444424,367958,Wheat,Canal,1,822
55,9.66,598061,345105,Maize,Borewell,1,685
42,6.0,418996,232713,Sugarcane,Rainfed,2,634
47,5.46,427165,207505,Maize,Canal,1,378
39,0.58,126195,79731,Wheat,Borewell,2,432
32,5.11,841907,56401,Sugarcane,Canal,2,671
40,8.46,537502,172992,Maize,Canal,0,467
21,2.59,197674,436341,Sugarcane,Borewell,2,535
41,3.84,638412,150041,Maize,Rainfed,0,832
21,0.7,408863,199517,Rice,Borewell,1,792
30,9.78,660480,373156,Sugarcane,Canal,1,626
52,1.13,727924,207042,Sugarcane,Rainfed,2,454
59,9.03,191812,243962,Sugarcane,Rainfed,0,365
42,3.47,147551,454576,Sugarcane,Rainfed,2,837
38,6.08,240920,299319,Maize,Rainfed,2,664
52,6.95,839671,235685,Cotton,Canal,1,499
47,1.84,181444,376501,Maize,Borewell,2,811
48,4.72,808484,82235,Wheat,Borewell,0,811
38,3.59,395798,393539,Rice,Rainfed,1,797
59,1.04,120203,60428,Maize,Rainfed,1,339
49,8.42,795489,228257,Maize,Borewell,2,571
38,0.93,760572,397315,Sugarcane,Rainfed,2,523
64,6.71,454294,218893,Wheat,Borewell,2,459
28,3.48,888463,229073,Sugarcane,Borewell,0,334
51,2.33,808624,389804,Sugarcane,Rainfed,2,698
54,6.84,509956,266006,Cotton,Borewell,0,725
27,5.96,300286,163020,Rice,Borewell,2,420
56,3.49,580331,89633,Cotton,Borewell,2,733
38,5.37,308955,269464,Sugarcane,Rainfed,1,715
58,2.84,566661,172104,Rice,Canal,1,585
29,8.71,845772,326551,Maize,Canal,0,707
29,3.48,488298,199152,Wheat,Canal,2,704
28,2.83,320733,123860,Cotton,Canal,0,469
55,7.64,630617,319551,Wheat,Canal,1,807
38,0.67,510206,483229,Sugarcane,Rainfed,1,635
25,3.05,824328,349577,Rice,Rainfed,1,787
34,4.07,817400,54220,Maize,Canal,1,530
48,8.88,441343,389411,Rice,Canal,0,399
50,9.53,745971,434406,Wheat,Borewell,2,301
24,7.31,695038,72554,Wheat,Borewell,0,808
59,5.18,136119,259102,Maize,Borewell,2,827
40,6.59,406161,127021,Maize,Canal,1,562
45,4.43,299852,115847,Rice,Canal,0,698
48,3.34,277276,142541,Cotton,Rainfed,2,322
32,9.53,532778,469577,Rice,Borewell,2,546
22,1.6,376599,153738,Wheat,Borewell,1,556
63,3.79,141497,393247,Rice,Rainfed,2,368
34,9.04,385516,197052,Sugarcane,Rainfed,2,696
42,7.37,732971,308343,Rice,Rainfed,0,584
51,0.78,757004,296161,Rice,Borewell,1,445
43,0.72,434072,362892,Sugarcane,Rainfed,1,685
40,5.41,137197,246729,Wheat,Canal,2,582
58,5.1,219456,83518,Maize,Canal,2,597
24,4.71,306056,99257,Rice,Canal,1,800
35,3.37,638851,319078,Cotton,Rainfed,1,521
44,9.87,777243,386931,Maize,Borewell,1,437
45,3.08,398795,407925,Cotton,Borewell,2,820
21,5.16,647100,127895,Rice,Rainfed,2,814
27,4.35,215981,456071,Cotton,Rainfed,1,641
51,2.12,362248,167926,Maize,Borewell,1,337
32,2.42,388706,329772,Cotton,Canal,2,758
62,9.22,585765,271259,Cotton,Canal,2,369
25,8.65,642082,335393,Maize,Borewell,2,301
64,2.39,452857,288577,Maize,Rainfed,0,435
62,8.82,300607,479266,Maize,Canal,1,512
58,2.49,574516,445491,Maize,Canal,0,382
32,6.45,499682,173332,Sugarcane,Canal,0,654
59,1.27,216765,50765,Rice,Rainfed,2,440
38,8.86,607853,496950,Maize,Rainfed,1,695
22,0.99,208641,133417,Wheat,Canal,2,540
30,5.77,340075,291300,Cotton,Rainfed,2,600
35,7.91,727257,167526,Maize,Borewell,2,440
50,1.61,400361,301796,Maize,Rainfed,2,451
64,4.34,216844,218906,Rice,Borewell,1,513
37,0.9,260061,410937,Maize,Canal,1,773
24,6.99,812595,339143,Sugarcane,Canal,2,488
27,3.42,729183,220214,Wheat,Borewell,0,432
61,5.81,846051,282125,Wheat,Canal,2,379
51,9.36,307922,159792,Maize,Canal,0,400
59,3.41,642005,308522,Rice,Canal,0,657
54,0.96,635904,311696,Maize,Rainfed,2,363
26,6.92,887800,452511,Cotton,Rainfed,1,823
58,7.97,301514,434644,Wheat,Borewell,2,664
54,9.6,455641,440829,Cotton,Borewell,1,408
64,2.0,799343,436623,Sugarcane,Rainfed,0,486
35,4.23,389330,405537,Wheat,Canal,1,704
34,8.52,520722,417912,Wheat,Rainfed,1,651
26,8.17,554242,238001,Sugarcane,Canal,1,505
57,6.44,821430,79867,Cotton,Borewell,2,346
52,3.06,300023,176040,Maize,Borewell,0,398
23,3.2,768560,422585,Rice,Borewell,0,804
23,1.68,312407,173105,Cotton,Rainfed,1,533
42,9.26,213133,56286,Sugarcane,Rainfed,0,722
42,2.14,192306,423443,Sugarcane,Canal,1,516
30,5.94,276226,207362,Sugarcane,Borewell,1,473
23,6.05,209854,185221,Wheat,Canal,1,740
32,4.01,563973,240659,Maize,Canal,1,405
49,3.85,836747,154152,Wheat,Rainfed,2,710
37,6.85,291827,155960,Wheat,Rainfed,1,712
27,4.19,544574,117881,Wheat,Canal,0,412
33,2.92,339046,203005,Sugarcane,Canal,2,445
22,4.29,507002,154984,Cotton,Canal,0,383
24,8.17,747097,255378,Rice,Rainfed,2,812
30,9.68,606208,330226,Rice,Canal,1,835
59,6.54,667919,423235,Maize,Rainfed,2,597
44,7.93,387951,60863,Maize,Borewell,0,487
37,5.56,593908,319128,Sugarcane,Borewell,2,410
26,6.44,774472,439325,Rice,Canal,2,835
39,9.89,656196,105189,Cotton,Rainfed,1,355
25,4.66,799795,143039,Sugarcane,Borewell,1,773
52,1.13,706004,219096,Maize,Rainfed,2,829
30,9.59,150432,154855,Sugarcane,Rainfed,1,748
29,8.03,220458,99430,Maize,Borewell,1,693
47,4.28,815870,379148,Rice,Canal,2,807
33,9.83,527443,177652,Sugarcane,Canal,0,462
39,3.78,593017,452348,Wheat,Borewell,1,518
41,4.04,335796,85086,Maize,Rainfed,2,630
44,6.29,793964,153651,Wheat,Canal,2,750
58,3.11,476245,326606,Maize,Rainfed,2,583
24,7.14,611340,489565,Wheat,Borewell,0,438
44,1.95,348682,334467,Rice,Canal,0,814
55,1.53,858001,68167,Rice,Canal,0,803
23,5.58,145790,60067,Cotton,Canal,1,655
24,5.78,899933,236854,Cotton,Borewell,2,580
57,1.51,602110,374131,Cotton,Borewell,2,311
60,9.66,544160,53226,Sugarcane,Borewell,0,739
55,5.95,827906,468777,Maize,Rainfed,1,395
51,1.93,799872,425720,Sugarcane,Rainfed,1,531
64,3.46,529123,413267,Cotton,Rainfed,2,411
45,8.1,593221,86738,Maize,Canal,0,346
60,5.47,691484,387938,Sugarcane,Canal,2,553
33,2.29,294835,427256,Rice,Canal,0,818
24,1.48,572790,343799,Maize,Borewell,0,722
34,4.59,485260,412553,Cotton,Borewell,2,587
33,3.71,784010,330998,Rice,Canal,0,605
47,6.73,440114,498262,Maize,Borewell,0,673
26,9.29,777816,491891,Sugarcane,Rainfed,0,494
37,2.85,529806,134811,Cotton,Rainfed,0,324
56,8.62,296800,256483,Sugarcane,Borewell,1,305
60,9.24,471525,487349,Rice,Rainfed,0,780
55,9.07,848052,348059,Rice,Rainfed,0,442
37,9.54,783511,389933,Rice,Rainfed,0,470
61,8.5,786347,299811,Maize,Canal,2,789
22,6.14,853456,78737,Cotton,Borewell,1,395
33,4.39,437818,292478,Rice,Borewell,0,494
22,5.17,843569,188973,Sugarcane,Canal,0,559
48,8.79,429911,133094,Cotton,Rainfed,2,535
63,3.36,235737,60001,Sugarcane,Canal,1,817
46,2.01,323431,276069,Sugarcane,Rainfed,1,358
42,1.84,421788,432948,Rice,Canal,1,351
63,8.36,631908,475027,Cotton,Rainfed,0,421
23,7.73,849178,410682,Wheat,Canal,1,837
55,5.23,554651,277018,Maize,Canal,2,516
32,3.11,521272,172600,Wheat,Rainfed,2,388
44,6.94,875710,415218,Maize,Rainfed,0,742
25,0.87,338299,443162,Cotton,Borewell,0,337
40,5.9,619256,109489,Rice,Borewell,0,383
59,4.29,869497,87896,Cotton,Canal,0,407
59,9.79,206549,276206,Wheat,Canal,2,302
33,5.32,548729,300616,Sugarcane,Borewell,0,591
61,5.75,602159,307513,Maize,Borewell,0,329
32,7.27,406804,353071,Maize,Rainfed,0,466
33,5.1,122639,475546,Wheat,Borewell,0,392
30,2.63,731144,252768,Rice,Canal,2,517
53,5.6,392766,224642,Cotton,Borewell,1,388
60,9.47,238192,470067,Wheat,Borewell,0,487
36,4.39,400952,71185,Cotton,Borewell,2,581
55,6.96,568852,251965,Rice,Borewell,1,688
23,9.79,584048,499916,Sugarcane,Canal,2,436
25,8.38,405095,176734,Cotton,Borewell,1,587
46,6.76,761197,382444,Rice,Borewell,2,632
31,7.49,317013,130125,Wheat,Canal,0,711
27,9.4,367889,60037,Sugarcane,Borewell,1,706
30,9.62,296148,215177,Sugarcane,Canal,2,424
62,9.71,765810,186492,Sugarcane,Borewell,0,496
54,6.44,251469,263109,Maize,Borewell,0,806
23,4.15,658953,297857,Rice,Borewell,1,347
28,1.76,658848,150117,Cotton,Rainfed,2,621
51,4.16,408520,59779,Wheat,Borewell,0,489
31,9.46,533073,61444,Sugarcane,Canal,2,796
27,8.95,839628,140654,Sugarcane,Rainfed,0,368
22,5.47,878653,225599,Sugarcane,Borewell,0,629
26,5.6,271382,122623,Rice,Canal,0,794
61,3.43,292469,436293,Wheat,Borewell,1,591
52,4.82,813519,452009,Rice,Canal,2,818
40,7.29,502231,217454,Wheat,Borewell,1,715
54,4.32,873886,445365,Cotton,Canal,1,518
36,2.29,848726,353491,Maize,Canal,1,801
45,5.64,834664,180978,Wheat,Rainfed,1,575
32,2.64,693286,364976,Rice,Rainfed,1,717
27,9.76,446997,272786,Rice,Canal,0,719
59,4.21,222304,462882,Rice,Canal,0,460
37,9.14,532264,52696,Maize,Rainfed,0,300
31,2.64,432361,475389,Wheat,Canal,1,366
26,2.3,600500,62626,Wheat,Borewell,0,846
43,6.36,309692,228359,Wheat,Borewell,0,462
47,7.9,846289,103303,Wheat,Canal,0,614
26,5.88,897150,356937,Sugarcane,Canal,1,632
58,2.68,274957,280681,Sugarcane,Rainfed,2,824
22,0.86,453975,474507,Rice,Rainfed,2,577
42,6.37,651391,358351,Sugarcane,Canal,0,355
40,1.74,375948,345628,Wheat,Borewell,1,688
45,3.76,266528,137765,Wheat,Rainfed,2,550
35,6.92,400372,186830,Sugarcane,Borewell,0,826
49,1.43,382190,114495,Cotton,Borewell,1,597
28,1.71,448499,213323,Rice,Borewell,2,692
57,1.09,549791,364951,Maize,Borewell,2,423
53,9.96,860302,302119,Rice,Rainfed,1,370
42,4.18,514296,257791,Rice,Canal,2,693
25,9.11,760253,156809,Rice,Canal,0,724
59,3.29,135930,412728,Sugarcane,Rainfed,0,627
38,7.66,200823,261688,Rice,Borewell,1,359
58,2.58,482665,363918,Wheat,Canal,1,842
57,5.23,895313,386759,Rice,Canal,0,754
50,8.33,843782,398406,Wheat,Canal,1,431
51,8.26,198880,494857,Sugarcane,Borewell,2,401
30,8.05,338626,461522,Sugarcane,Canal,2,530
35,8.33,292827,252886,Rice,Rainfed,2,517
62,2.51,827840,369345,Wheat,Canal,2,582
64,5.08,127293,86797,Wheat,Canal,1,667
38,5.11,712830,184135,Wheat,Rainfed,2,390
43,8.96,180528,93147,Wheat,Borewell,1,668
53,3.32,537572,381572,Maize,Canal,0,438
36,9.35,228885,133657,Sugarcane,Borewell,2,642
58,4.78,265771,201676,Wheat,Borewell,1,413
55,6.86,279506,76484,Maize,Borewell,0,321
54,3.05,698957,223402,Maize,Canal,2,322
48,4.4,399746,440737,Sugarcane,Canal,2,364
22,7.24,291858,109321,Cotton,Rainfed,2,759
50,5.37,236032,230199,Rice,Borewell,1,413
33,9.34,677193,150758,Sugarcane,Rainfed,1,796
61,7.5,297996,65828,Cotton,Canal,0,781
36,5.86,657669,439283,Rice,Canal,2,839
25,8.92,370666,54957,Rice,Rainfed,0,538
48,6.82,410274,330815,Rice,Rainfed,1,556
59,6.65,674703,172838,Maize,Borewell,2,584
40,2.84,300200,154596,Wheat,Canal,0,703
44,4.25,204679,176054,Rice,Borewell,2,345
47,6.99,235458,124232,Wheat,Borewell,1,755
50,8.97,251460,291335,Rice,Canal,0,691
47,3.5,721940,259420,Maize,Canal,2,765
46,2.55,270878,387639,Rice,Borewell,2,512
27,6.14,184333,441942,Sugarcane,Rainfed,2,711
62,1.14,880676,327527,Cotton,Canal,0,458
58,7.29,230930,58892,Rice,Borewell,1,770
25,7.18,643940,339924,Cotton,Rainfed,1,771
43,3.87,386996,431945,Cotton,Borewell,0,409
48,8.98,890643,406401,Maize,Canal,2,742
54,5.27,521843,200461,Cotton,Rainfed,0,764
35,6.63,834177,169478,Maize,Rainfed,0,634
52,2.49,804408,95081,Rice,Rainfed,1,843
46,4.46,482430,308034,Wheat,Canal,0,534
51,8.69,867910,409049,Maize,Canal,2,322
39,2.52,233120,325239,Cotton,Borewell,1,443
29,4.21,720884,76634,Cotton,Borewell,1,605
49,3.52,886065,229311,Rice,Canal,2,791
59,1.94,508841,446893,Maize,Borewell,0,694
24,3.25,571333,486995,Rice,Rainfed,1,524
23,2.71,697770,97873,Maize,Canal,0,347
49,9.27,459838,141084,Wheat,Canal,2,845
31,7.54,793436,225824,Sugarcane,Borewell,1,704
53,3.5,237458,371942,Rice,Canal,2,401
58,7.75,239614,350076,Cotton,Rainfed,1,828
31,0.71,598403,124569,Rice,Canal,2,540
47,5.5,571698,433692,Maize,Rainfed,0,589
53,2.88,733772,172793,Rice,Canal,2,555
41,1.59,793439,308406,Wheat,Canal,2,660
59,8.9,826098,294265,Maize,Canal,2,366
51,2.39,540123,115820,Cotton,Borewell,2,579
58,8.31,469511,285919,Cotton,Borewell,2,705
22,4.43,436756,153874,Maize,Rainfed,0,304
47,0.64,753453,137651,Wheat,Borewell,0,842
56,7.46,130248,368907,Rice,Canal,1,451
31,6.17,209169,134355,Sugarcane,Borewell,2,566
38,3.77,739327,90291,Cotton,Borewell,0,347
21,3.17,127461,411477,Wheat,Rainfed,2,633
55,1.2,278070,475513,Wheat,Canal,2,435
55,9.44,788181,473807,Wheat,Rainfed,1,818
51,5.19,664158,466184,Rice,Borewell,2,782
48,1.31,657698,336619,Wheat,Canal,0,418
59,8.75,207721,103603,Wheat,Rainfed,1,587
21,3.15,139133,331494,Maize,Rainfed,1,641
45,2.43,836745,278092,Maize,Canal,1,577
63,3.17,671688,385435,Wheat,Rainfed,2,793
58,5.86,154173,411001,Wheat,Rainfed,1,463
40,1.2,131179,309934,Maize,Rainfed,0,584
23,5.08,312958,263259,Rice,Borewell,0,522
22,9.01,155495,391883,Maize,Rainfed,1,676
38,2.29,388631,73519,Maize,Borewell,1,352
64,3.65,659048,378920,Maize,Rainfed,1,627
30,4.26,509744,381839,Maize,Rainfed,2,640
25,6.07,211975,396553,Sugarcane,Rainfed,1,826
29,9.23,736753,303618,Cotton,Rainfed,1,417
22,4.25,847187,191852,Rice,Canal,2,481
54,1.16,411547,301154,Rice,Borewell,1,789
58,3.81,843397,189733,Wheat,Canal,1,805
51,2.31,235625,78512,Sugarcane,Canal,0,624
30,6.69,121755,68403,Wheat,Canal,0,493
32,0.78,772788,440956,Rice,Canal,0,477
56,3.27,811518,92983,Rice,Rainfed,2,308
41,5.68,191352,354693,Wheat,Rainfed,0,711
26,3.13,596352,407229,Cotton,Canal,0,823
23,5.73,545832,360863,Wheat,Canal,1,312
30,1.59,498035,382993,Cotton,Borewell,2,576
25,9.46,318498,163351,Cotton,Canal,1,738
46,3.26,756421,301584,Maize,Rainfed,1,337
41,9.27,538182,157915,Rice,Borewell,2,734
46,3.6,651976,337600,Maize,Canal,2,543
58,7.93,880164,280214,Rice,Borewell,1,848
64,2.84,290556,58461,Maize,Canal,1,472
46,6.86,835215,209017,Cotton,Borewell,1,550
28,3.58,793939,489906,Maize,Borewell,2,641
25,5.34,264086,120363,Sugarcane,Rainfed,1,313
35,6.9,168443,138907,Maize,Borewell,1,573
36,6.09,293033,128439,Maize,Canal,0,652
21,5.97,309986,463103,Maize,Borewell,0,434
36,1.12,501230,275144,Sugarcane,Canal,0,741
57,2.87,680685,473319,Rice,Canal,0,678
23,5.93,455446,392080,Maize,Rainfed,0,426
51,0.67,584899,172512,Rice,Borewell,1,600
33,2.88,495561,311157,Wheat,Rainfed,1,458
36,2.68,363818,478059,Cotton,Canal,2,834
63,2.87,298250,231536,Wheat,Borewell,2,499
41,5.59,121063,295655,Sugarcane,Borewell,2,364
22,6.03,587582,391870,Sugarcane,Canal,1,378
47,9.14,522550,134204,Rice,Rainfed,0,391
58,4.17,195848,81869,Rice,Rainfed,1,439
46,9.3,287115,173263,Maize,Borewell,1,300
58,6.69,448656,308132,Wheat,Rainfed,2,566
45,9.17,754975,491068,Rice,Borewell,2,350
31,8.42,246230,357445,Rice,Rainfed,2,528
28,7.03,622926,490707,Rice,Canal,2,668
28,3.88,852635,425712,Cotton,Canal,1,749
53,2.79,779429,164550,Rice,Canal,2,398
